datum_snapshot,datum_slot,uhrzeit_slot,dauer_minuten,court,preis,status,tage_im_voraus
2026-05-19T15:33:22,2026-05-21,10:30,90,Indoor 2,36.0,frei,2
2026-05-19T15:33:22,2026-05-21,10:30,120,Indoor 2,48.0,frei,2
2026-05-19T15:33:22,2026-05-21,11:00,60,Indoor 2,24.0,frei,2
2026-05-19T15:33:22,2026-05-21,11:00,90,Indoor 2,36.0,frei,2
2026-05-19T15:33:22,2026-05-21,11:00,150,Indoor 2,60.0,frei,2
2026-05-19T15:33:22,2026-05-21,11:30,60,Indoor 2,24.0,frei,2
2026-05-19T15:33:22,2026-05-21,11:30,120,Indoor 2,48.0,frei,2
2026-05-19T15:33:22,2026-05-21,12:00,90,Indoor 2,36.0,frei,2
2026-05-19T15:33:22,2026-05-21,12:30,60,Indoor 2,24.0,frei,2
2026-05-19T15:33:22,2026-05-21,08:00,60,Outdoor 4,30.0,frei,2
2026-05-19T15:33:22,2026-05-21,08:00,120,Outdoor 4,60.0,frei,2
2026-05-19T15:33:22,2026-05-21,09:00,60,Outdoor 4,30.0,frei,2
2026-05-19T15:33:22,2026-05-21,11:30,60,Outdoor 4,30.0,frei,2
2026-05-19T15:33:22,2026-05-21,11:30,90,Outdoor 4,45.0,frei,2
2026-05-19T15:33:22,2026-05-21,11:30,120,Outdoor 4,60.0,frei,2
2026-05-19T15:33:22,2026-05-21,12:30,60,Outdoor 4,30.0,frei,2
2026-05-19T15:33:22,2026-05-21,12:30,90,Outdoor 4,45.0,frei,2
2026-05-19T15:33:22,2026-05-21,13:00,60,Outdoor 4,30.0,frei,2
2026-05-19T15:33:22,2026-05-21,13:00,120,Outdoor 4,72.0,frei,2
2026-05-19T15:33:22,2026-05-21,13:30,90,Outdoor 4,57.0,frei,2
2026-05-19T15:33:22,2026-05-21,14:00,60,Outdoor 4,42.0,frei,2
2026-05-19T15:33:22,2026-05-21,21:00,60,Outdoor 4,30.0,frei,2
2026-05-19T15:33:22,2026-05-21,06:00,60,Single Indoor,30.0,frei,2
2026-05-19T15:33:22,2026-05-21,06:00,90,Single Indoor,45.0,frei,2
2026-05-19T15:33:22,2026-05-21,06:00,120,Single Indoor,60.0,frei,2
2026-05-19T15:33:22,2026-05-21,07:00,60,Single Indoor,30.0,frei,2
2026-05-19T15:33:22,2026-05-21,07:00,90,Single Indoor,45.0,frei,2
2026-05-19T15:33:22,2026-05-21,07:00,120,Single Indoor,60.0,frei,2
2026-05-19T15:33:22,2026-05-21,07:30,60,Single Indoor,30.0,frei,2
2026-05-19T15:33:22,2026-05-21,07:30,90,Single Indoor,45.0,frei,2
2026-05-19T15:33:22,2026-05-21,07:30,120,Single Indoor,60.0,frei,2
2026-05-19T15:33:22,2026-05-21,08:00,60,Single Indoor,30.0,frei,2
2026-05-19T15:33:22,2026-05-21,08:00,90,Single Indoor,45.0,frei,2
2026-05-19T15:33:22,2026-05-21,08:00,120,Single Indoor,60.0,frei,2
